Won,Time,Score
0,9.035531044006348,14
0,19.09187412261963,9
0,15.984030961990356,11
0,12.754526138305664,5
0,14.393180131912231,14
0,21.364785194396973,22
0,9.837670803070068,20
0,2.2195327281951904,2
0,19.76375699043274,39
0,4.299222946166992,2
0,9.867010116577148,21
